participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02,t03
90,DFT_CRT,value_scaling_t0,wide,DEoptim,665,1.9478715699023283,1,1.0002331566992866,1.1461853102847934,1,0.4450211285465683,3.8490380822224286,1.338366222023262,1.436672434811916,1.6793249578771925
90,DFT_CRT,value_scaling_t0,wide,DEoptim,666,1.9478715699023283,1,1.0002331566992866,1.1461853102847934,1,0.4450211285465683,3.8490380822224286,1.338366222023262,1.436672434811916,1.6793249578771925
90,DFT_CRT,value_scaling_t0,wide,DEoptim,667,1.9478715699023283,1,1.0002331566992866,1.1461853102847934,1,0.4450211285465683,3.8477496252174137,1.3385214670565015,1.436672434811916,1.6793249578771925
90,DFT_CRT,value_scaling_t0,wide,DEoptim,668,1.9478715699023283,1,1.000232153812661,1.1461853102847934,1,0.4450211285465683,3.8477496252174137,1.3385214670565015,1.436672434811916,1.6793249578771925
90,DFT_CRT,value_scaling_t0,wide,DEoptim,669,1.9478715699023283,1,1.000232153812661,1.1461853102847934,1,0.4450211285465683,3.8477496252174137,1.3385214670565015,1.436672434811916,1.6793249578771925
90,DFT_CRT,value_scaling_t0,wide,DEoptim,670,1.9478715699023283,1,1.000232153812661,1.1461853102847934,1,0.4450211285465683,3.8477496252174137,1.3385214670565015,1.436672434811916,1.6793249578771925
90,DFT_CRT,value_scaling_t0,wide,DEoptim,671,1.9478715699023283,1,1.000232153812661,1.1461853102847934,1,0.4450211285465683,3.8477496252174137,1.3385214670565015,1.436672434811916,1.6793249578771925
90,DFT_CRT,value_scaling_t0,wide,DEoptim,672,1.9478715699023283,1,1.000232153812661,1.1461853102847934,1,0.4450211285465683,3.8477496252174137,1.3385214670565015,1.436672434811916,1.6793249578771925
90,DFT_CRT,value_scaling_t0,wide,DEoptim,673,1.9478715699023283,1,1.000232153812661,1.1461853102847934,1,0.4450211285465683,3.8477496252174137,1.3385214670565015,1.436672434811916,1.6793249578771925
90,DFT_CRT,value_scaling_t0,wide,DEoptim,674,1.9478715699023283,1,1.000232153812661,1.1461853102847934,1,0.4450211285465683,3.8477496252174137,1.3385214670565015,1.436672434811916,1.6793249578771925
90,DFT_CRT,value_scaling_t0,wide,DEoptim,675,1.9478715699023283,1,1.000232153812661,1.1461853102847934,1,0.4450211285465683,3.8477496252174137,1.3385214670565015,1.436672434811916,1.6793249578771925
90,DFT_CRT,value_scaling_t0,wide,DEoptim,676,1.9478715699023283,1,1.000232153812661,1.1461853102847934,1,0.4450211285465683,3.8477496252174137,1.3385214670565015,1.436672434811916,1.6793249578771925
90,DFT_CRT,value_scaling_t0,wide,DEoptim,677,1.9478715699023283,1,1.000232153812661,1.1461853102847934,1,0.4450211285465683,3.8477496252174137,1.3385214670565015,1.436672434811916,1.6793249578771925
